1.753772310060328410e+00,1.797225541299151796e+00,1.777345122884866679e+00,1.785789512178383331e+00,1.813694024194161258e+00,1.745963898377755674e+00,1.888860500840757295e+00,1.753453500163485224e+00,1.779479786849985423e+00,1.728490232459521714e+00,1.776690391091485077e+00,1.767727121715186422e+00,1.806671237450300671e+00,1.692740621805859824e+00,1.764687822117558369e+00,1.740675034150641620e+00,1.778794924504950581e+00,1.567057774073408627e+00,1.653906177144571776e+00,1.703652959277987433e+00,1.810745604508799955e+00,1.782141588954738509e+00,1.739882073354724223e+00,1.692582278889825265e+00,1.614605956513277984e+00,1.750960054199157456e+00,1.669342474223354689e+00,1.788121113537061824e+00,1.735717002495712258e+00,1.610952567157317716e+00,1.643304980254506997e+00,1.781152458430655949e+00,1.687137149171937800e+00,1.712058706755102966e+00,1.813123531317791359e+00,1.788476190620984507e+00,1.793513965207135907e+00,1.754103745172086892e+00,1.747692229901600447e+00,1.714806175542609168e+00,1.768109030556732630e+00,1.745011519529923394e+00,1.781657591221958992e+00,1.792570988590623138e+00,1.837400178633549652e+00,1.841885934549901016e+00,1.621130037019788972e+00,1.818571345607598921e+00,1.713755349566983721e+00,1.838487133965272857e+00,1.740627039204553972e+00,1.736117942427438887e+00,1.706728433545527057e+00,1.668339374810989817e+00,1.748338237023103758e+00,1.873479273407823609e+00,1.848228914331022876e+00,1.734116213503330561e+00,1.896912652219286066e+00,1.768093502388858207e+00,1.592693378640368751e+00,1.674036792183840161e+00,1.735671682032061014e+00,1.584800614956007658e+00,1.711781079449073095e+00,1.806158339403962865e+00,1.757091200005467257e+00,1.637965101328630491e+00,1.840453082129738238e+00,1.802924757787708776e+00,1.830078560509501795e+00,1.798946595499466339e+00,1.799973684289638332e+00,1.649187556375295793e+00,1.709313798024838515e+00,1.723640177231669401e+00,1.673789031753045276e+00,1.823642587421028471e+00,1.637765395044946892e+00,1.766533191988574947e+00,1.806532549488397255e+00,1.882302579679789867e+00,1.850598208233672937e+00,1.731629297760996389e+00,1.764277011434751907e+00,1.837630005216299933e+00,1.605609998398670024e+00,1.680623003469326582e+00,1.678016665641538507e+00,1.696609529631791791e+00
1.596890349859343194e+00,1.685524273295021302e+00,1.655233985661186180e+00,1.649674266195112482e+00,1.704275676259199734e+00,1.640694104390921337e+00,1.629024184179429957e+00,1.635242219264860131e+00,1.597643490962336710e+00,1.628036401599884275e+00,1.630008173079117606e+00,1.612217839002559439e+00,1.688984292102731155e+00,1.591952600839582788e+00,1.659977655290441279e+00,1.660149016005122435e+00,1.695533032571813425e+00,1.555731631921066116e+00,1.602352381374550383e+00,1.641160825774103715e+00,1.632650290592509545e+00,1.619267958519515771e+00,1.589555561731634370e+00,1.599580225062229966e+00,1.570186012284207955e+00,1.674634854456914734e+00,1.637368153301222984e+00,1.669340425539821648e+00,1.602625806596990277e+00,1.613361385888117949e+00,1.629073893619689573e+00,1.635672742962828385e+00,1.642650853939852773e+00,1.669756867008983070e+00,1.716149810560569700e+00,1.654789199648345033e+00,1.653199968786172924e+00,1.576898628978344652e+00,1.605882600728492760e+00,1.664622384573495539e+00,1.624457070688436477e+00,1.615364598830953735e+00,1.599791288823161794e+00,1.600026541375024536e+00,1.653822072499955720e+00,1.707195911024445234e+00,1.515713875633849073e+00,1.711980291823650635e+00,1.617414436142156964e+00,1.616438815538155716e+00,1.606242822679414095e+00,1.592680514133100189e+00,1.666571710531128625e+00,1.582163511166414960e+00,1.609327667004209816e+00,1.679465747798398301e+00,1.689973514167369295e+00,1.606143395306343979e+00,1.666466665335230690e+00,1.644133463741341616e+00,1.498612832332253397e+00,1.618233799455610855e+00,1.630286877159993209e+00,1.548473006995498169e+00,1.536781963963696818e+00,1.644894483980982702e+00,1.568508141913882437e+00,1.566145479174978927e+00,1.649695100264890968e+00,1.654810837772936916e+00,1.676454494124445249e+00,1.641039165957069113e+00,1.607876390393362165e+00,1.571966191997249185e+00,1.598695672197005813e+00,1.598111594371533384e+00,1.543892591507993295e+00,1.635743804782699762e+00,1.496563577277010948e+00,1.642889915937348677e+00,1.620802047500822463e+00,1.709029855006732657e+00,1.681143426862277357e+00,1.575511230377319993e+00,1.619585110548888540e+00,1.688733869893570771e+00,1.486464812984981565e+00,1.587327796636893051e+00,1.516799917456923330e+00,1.598618818765940919e+00
1.703196183323012480e+00,1.724290876422920560e+00,1.783644650645416663e+00,1.721076410316482619e+00,1.830742189713662205e+00,1.700549342848690415e+00,1.752632905863240387e+00,1.787981850749625679e+00,1.711560453703487417e+00,1.798290371235872209e+00,1.730211816032477978e+00,1.771826876284587016e+00,1.721616528528809420e+00,1.716787187831564365e+00,1.706707831882709803e+00,1.790847156666535378e+00,1.806774934150948253e+00,1.786482574147587821e+00,1.729191535339247077e+00,1.753473326539726651e+00,1.703861887705038880e+00,1.732838432009701890e+00,1.689936395346702147e+00,1.743565303798704003e+00,1.709426768285619902e+00,1.724006578699970094e+00,1.820534681357534268e+00,1.697097715896500825e+00,1.666609921028019192e+00,1.780972360610909577e+00,1.774677413779049528e+00,1.801958038219376945e+00,1.750739023398597327e+00,1.821467819695310464e+00,1.720368644338408970e+00,1.699725065903797683e+00,1.715860778846911350e+00,1.694887603388315345e+00,1.769797349666830222e+00,1.797312654643208774e+00,1.677731727498206649e+00,1.751603646766485500e+00,1.762472843279694334e+00,1.814439034146447582e+00,1.667692779323123542e+00,1.847036794134498727e+00,1.726512255278343844e+00,1.878185150789976054e+00,1.744928425118502435e+00,1.703249191836775589e+00,1.697080010204859102e+00,1.750116428014578007e+00,1.825784727967780130e+00,1.772070242951905517e+00,1.762901188687951759e+00,1.706290479035526886e+00,1.748557143821367399e+00,1.703005726900006955e+00,1.808370788369372484e+00,1.759604697629312486e+00,1.718799405347980036e+00,1.769244107913618524e+00,1.688784615670611444e+00,1.697717946745302076e+00,1.746672025944306483e+00,1.729789912690976594e+00,1.756693353370815114e+00,1.837639290181872109e+00,1.831902839914445691e+00,1.710589776206091539e+00,1.682328865560085651e+00,1.792529865904537889e+00,1.737804294271218408e+00,1.722832844070510960e+00,1.813163287082541375e+00,1.733043593659295389e+00,1.662530285112332473e+00,1.710639189081245570e+00,1.698079789339399293e+00,1.669335690574916153e+00,1.772724152458839519e+00,1.768114142660772048e+00,1.739335564981238758e+00,1.705110953289307840e+00,1.764342841696506570e+00,1.765526637815980848e+00,1.695199043272531458e+00,1.708127045153839507e+00,1.785187070519273389e+00,1.759887246977462238e+00
1.716034220065644433e+00,1.681010109900180627e+00,1.690556124783267888e+00,1.682469885407258836e+00,1.676847312794451206e+00,1.688911047975018898e+00,1.747153257101796919e+00,1.762166801747994116e+00,1.682434407509587837e+00,1.750711832280479552e+00,1.676172686213940555e+00,1.628586965839957656e+00,1.742655760411291332e+00,1.627731440363291870e+00,1.729649378812696314e+00,1.645675999244056609e+00,1.699685247231147889e+00,1.650354113049432803e+00,1.676199868194304887e+00,1.636230598084436938e+00,1.711569281092564898e+00,1.690470000432691133e+00,1.678105452366392969e+00,1.655720892671208588e+00,1.631710862785173521e+00,1.646835634558758921e+00,1.702866847660219562e+00,1.661006000242728708e+00,1.697953210378142064e+00,1.648054625935473805e+00,1.638996203138962215e+00,1.663395544506055534e+00,1.623976356759985196e+00,1.678299986365337171e+00,1.700157607987193842e+00,1.682769236726604944e+00,1.675430824696744869e+00,1.667441537496057613e+00,1.723482009372442780e+00,1.646345034452159739e+00,1.715769819049888234e+00,1.672702881478662640e+00,1.699575956449378866e+00,1.705639169781294262e+00,1.733570959295862801e+00,1.739916228922729680e+00,1.653560762674626261e+00,1.720606218548345501e+00,1.626720504625283059e+00,1.726273251299748290e+00,1.659954532251131543e+00,1.741215386335323689e+00,1.634313770612331851e+00,1.619984177866569119e+00,1.675825492117269278e+00,1.732772208478238207e+00,1.776787569467967121e+00,1.669538291900660498e+00,1.775151313477726589e+00,1.686792449573284003e+00,1.610610091175614711e+00,1.640067468973570142e+00,1.679430059844191803e+00,1.651347226450767369e+00,1.661170105428202426e+00,1.654424187701482696e+00,1.745863893159232294e+00,1.708352824143448911e+00,1.772098196988127983e+00,1.682766500215997496e+00,1.725894873501647719e+00,1.707794200411931973e+00,1.751571788350259062e+00,1.649244647487837723e+00,1.725262101326076936e+00,1.632807966296617064e+00,1.634554749262657314e+00,1.739637016124196967e+00,1.617157205082073279e+00,1.668348047721869065e+00,1.717221009980642643e+00,1.728549620088470462e+00,1.734898875497081105e+00,1.683469549613031857e+00,1.683860640411247722e+00,1.713945745549969812e+00,1.585627675755874266e+00,1.658070931702477990e+00,1.630892773830921127e+00,1.640580790563384239e+00
1.519913042818947568e+00,1.593090329554572637e+00,1.559126682636165606e+00,1.575446959980707495e+00,1.611586681556340217e+00,1.558460634522508936e+00,1.614112797731648730e+00,1.599739429530217416e+00,1.549895365862401064e+00,1.560586436562899637e+00,1.529309506214485248e+00,1.552346569623540784e+00,1.574135703302550038e+00,1.461614503468113613e+00,1.559228183849135085e+00,1.544703632570644247e+00,1.600381561742160841e+00,1.423349766889992818e+00,1.462002214489808161e+00,1.514832076227902169e+00,1.575588532520248108e+00,1.598283336240473140e+00,1.528765533021245737e+00,1.499672430719702243e+00,1.479675881012088245e+00,1.548724250992537188e+00,1.524357364615252397e+00,1.544333228115284840e+00,1.549216275787403063e+00,1.439204115192484590e+00,1.455223166690534642e+00,1.548838902023214947e+00,1.509537596509969770e+00,1.546486412705881719e+00,1.590611120762790875e+00,1.563667397139587578e+00,1.548402390405825724e+00,1.529375362714202602e+00,1.546298734119233131e+00,1.570238429013040671e+00,1.549451665604955730e+00,1.527583847883963619e+00,1.557133787940624181e+00,1.577583366064481130e+00,1.589611145073336784e+00,1.626604734035944189e+00,1.436210830122939486e+00,1.628480679159062694e+00,1.503876337811551833e+00,1.573427416935537337e+00,1.533095017237344315e+00,1.548806749797819959e+00,1.553766139851681105e+00,1.448400717213330413e+00,1.541216848398925032e+00,1.637004938183139302e+00,1.601688945542598441e+00,1.506698298606115705e+00,1.671066633685864389e+00,1.550167879059370479e+00,1.442247749174310867e+00,1.516967020806391009e+00,1.522503091440884360e+00,1.390460539512852423e+00,1.513628491748478355e+00,1.599011815242705747e+00,1.552048452809779322e+00,1.487426865279482424e+00,1.618874279341767197e+00,1.588335606628452412e+00,1.598879537707108778e+00,1.596461535019869427e+00,1.604833067639964694e+00,1.461300356364416686e+00,1.521505589389911206e+00,1.510627544069847783e+00,1.534090962638020361e+00,1.574621923229827747e+00,1.483129785634069497e+00,1.524076587794855664e+00,1.571084468877649742e+00,1.661907227508677032e+00,1.603601742143600184e+00,1.520388756759681881e+00,1.544082551510269852e+00,1.612950050530235657e+00,1.435912770739103062e+00,1.476594058444298030e+00,1.512224573896300495e+00,1.497552454028578284e+00
2.054737633938123587e+00,2.001595189425117383e+00,1.989743459112246926e+00,1.968250326488197421e+00,1.942512731316399455e+00,1.916250038209053042e+00,2.016282398175017310e+00,1.976514931535255259e+00,2.011299316253609248e+00,1.994665393992752778e+00,2.047875546150782711e+00,2.018133586164231108e+00,1.928467336307724933e+00,2.014432009176932770e+00,2.023004641579025709e+00,1.981466067833378641e+00,2.045421547567678022e+00,1.948420490638940628e+00,2.021753720531209275e+00,1.935987979454012908e+00,1.958690660813171558e+00,1.923527338970304923e+00,1.993517103850579231e+00,1.944352228590402687e+00,1.889955444688122821e+00,1.983911873426332795e+00,1.976655612081193336e+00,2.003147558350947044e+00,1.929177035754596981e+00,1.963919317985505231e+00,1.999872343282974363e+00,2.005401141996588255e+00,1.951733477085110247e+00,1.963820787799813949e+00,2.028850226040614046e+00,1.952486836561459604e+00,2.056866740240701485e+00,1.956653615161170867e+00,1.994789705713841954e+00,1.977121944257415498e+00,2.013543596730436924e+00,2.032422126461043810e+00,2.032736611757983258e+00,2.015745316421550637e+00,2.006137779355748219e+00,2.005925408855532055e+00,1.947315703800627018e+00,1.982703086089430577e+00,1.967733518803023829e+00,2.019315175191471745e+00,2.034433499041084836e+00,1.937368854909451654e+00,1.902594521499959335e+00,1.957548398869898509e+00,1.997889227241662846e+00,1.956290946423979271e+00,2.032232283220591906e+00,1.990512364794624345e+00,2.051883427639320967e+00,1.987450086066758548e+00,1.902746494543975819e+00,1.853001118711175010e+00,1.921160430479194492e+00,1.918142241175118112e+00,1.926907089179683785e+00,1.947372303563912332e+00,2.003165792481834018e+00,1.949733419961271697e+00,2.010721349221180621e+00,1.966504524965507095e+00,1.952628738277291998e+00,1.932444494023044745e+00,1.897762761818749810e+00,1.912627231747808132e+00,1.986497714053674812e+00,1.936421480772853698e+00,1.873367944228985449e+00,2.009585363402746072e+00,1.948301612212772760e+00,2.093946363844902514e+00,1.995447025674564667e+00,2.070452574155841940e+00,2.037886128732858015e+00,1.962674465972021220e+00,1.970885236952118591e+00,1.978817166015392814e+00,1.935913760855902499e+00,1.973828122221658932e+00,1.914652296677386234e+00,1.994492545301676634e+00
1.668008629648491059e+00,1.683440823946583897e+00,1.702649655415088503e+00,1.667077756801835342e+00,1.797821505508618412e+00,1.713066990076590690e+00,1.777189639641234997e+00,1.669763938139596560e+00,1.717222518842988599e+00,1.719532904606048351e+00,1.687575337450953894e+00,1.736249006473663758e+00,1.655165593455756756e+00,1.696060528562773229e+00,1.716000952818176550e+00,1.721463299760931598e+00,1.704622517621518396e+00,1.720164394491150883e+00,1.720439869630796981e+00,1.659905968314146163e+00,1.676488730642721414e+00,1.646694233785081618e+00,1.713990986085475621e+00,1.677949056453334586e+00,1.674615561009659581e+00,1.685557403542215837e+00,1.723706366972631132e+00,1.673771859706036036e+00,1.692870068304069386e+00,1.711159674824761723e+00,1.708623776416834827e+00,1.750895749764102893e+00,1.689451602518280193e+00,1.720632717134007894e+00,1.709710271233460643e+00,1.679397335132272628e+00,1.714189147851033157e+00,1.666359437768788254e+00,1.701908998929650751e+00,1.719521126514687248e+00,1.635316307523077661e+00,1.664119810680585676e+00,1.751802259201811651e+00,1.730291098031064401e+00,1.717766505622273066e+00,1.779487931450792537e+00,1.706565112391194461e+00,1.721177729803856638e+00,1.707166576312936446e+00,1.697427176255581704e+00,1.672146820356173791e+00,1.717327235358808490e+00,1.703068405660676188e+00,1.732442203835899530e+00,1.730144070324760586e+00,1.674071151430535531e+00,1.749164520128419609e+00,1.691806643794756315e+00,1.738812971877550906e+00,1.692698688740091661e+00,1.674821028180483173e+00,1.665309907188591287e+00,1.670806248368681635e+00,1.658900195438535174e+00,1.700775674464191312e+00,1.694099824696198908e+00,1.715197263136377215e+00,1.721168843066244625e+00,1.776865101111481549e+00,1.715822331107521803e+00,1.701680479288666614e+00,1.730020265479527364e+00,1.678783897312883244e+00,1.663763611241935392e+00,1.793705915711389487e+00,1.688437532099158256e+00,1.624192816697526354e+00,1.708433683479843257e+00,1.657502133582027026e+00,1.699504916868455506e+00,1.695770758452642468e+00,1.656519653910187184e+00,1.721068903924310112e+00,1.679201385202361507e+00,1.682955191541146922e+00,1.672897550319302429e+00,1.666181059515047247e+00,1.750862157410449038e+00,1.789627648665595760e+00,1.701898561991345371e+00
1.798986796709121094e+00,1.877745320952203922e+00,1.810507684576979415e+00,1.863520736704034064e+00,1.801901596077373435e+00,1.859896989455866789e+00,1.882758171682931581e+00,1.815487509929440746e+00,1.811377959988038855e+00,1.822694646399972918e+00,1.826045559744749358e+00,1.791297182312532321e+00,1.841592516289466186e+00,1.818931652797550091e+00,1.796233064801329826e+00,1.817297599577653244e+00,1.822948413597954564e+00,1.836043180837281241e+00,1.834075362004901733e+00,1.850269337056417607e+00,1.848055870944515622e+00,1.866378560397289332e+00,1.790338203219959290e+00,1.824084358262229921e+00,1.793118208618962095e+00,1.860302771235197383e+00,1.704122897798844960e+00,1.910589096969256939e+00,1.861620765930691146e+00,1.819898890723441465e+00,1.839673811757828847e+00,1.808057075543860748e+00,1.875488428239372674e+00,1.808218546243304914e+00,1.896777203657521893e+00,1.911034610089522356e+00,1.841684271860712707e+00,1.890295981324337848e+00,1.822865386235087204e+00,1.836018725933630025e+00,1.833968711434845300e+00,1.879355346303296370e+00,1.806953399444320318e+00,1.776701528807152375e+00,1.811336693891461236e+00,1.850072925050115558e+00,1.857964940708070056e+00,1.811413629546324566e+00,1.815817004970683435e+00,1.787733498256669940e+00,1.800915540628541311e+00,1.806618617641525537e+00,1.924819528312293748e+00,1.820834460100940744e+00,1.893498011320519980e+00,1.871031992852031589e+00,1.887175646205944801e+00,1.877012345846329922e+00,1.880275318104093429e+00,1.782125442075205290e+00,1.905814449475301986e+00,1.852216034008034695e+00,1.849082571076234860e+00,1.889887966178936507e+00,1.857159384489596610e+00,1.863444379702699161e+00,1.808941246333834130e+00,1.816763507900889474e+00,1.853943777556940065e+00,1.845330782060851327e+00,1.853327084974038419e+00,1.920033876125457617e+00,1.840355360410404373e+00,1.863400959739327734e+00,1.851321177760285153e+00,1.869910698847867980e+00,1.815484161169054200e+00,1.815468214645239220e+00,1.820461126455614087e+00,1.798794090403814216e+00,1.840362870884586943e+00,1.860226425004750439e+00,1.868866444066159760e+00,1.767615940851079426e+00,1.842774533816943006e+00,1.829973281425922860e+00,1.841905416969804810e+00,1.787621592403668025e+00,1.811169113246991147e+00,1.761193016489397856e+00
1.771720200751266683e+00,1.702843588764811456e+00,1.731590616397907345e+00,1.704748128028064302e+00,1.715042485103195569e+00,1.752403630789523881e+00,1.753126076355914442e+00,1.792135919673565114e+00,1.723823078785664764e+00,1.725180321509923731e+00,1.734513936328069050e+00,1.734522258522633642e+00,1.701429146622033040e+00,1.652646319326609436e+00,1.750306568241379424e+00,1.694593615689987676e+00,1.734991892652672174e+00,1.722980724250685158e+00,1.686934473556937153e+00,1.708307860854000770e+00,1.683648224815288197e+00,1.684999559739074337e+00,1.720291961108307177e+00,1.712174302761614531e+00,1.695201218785312935e+00,1.676545736596289915e+00,1.735650088976376626e+00,1.699817324014409659e+00,1.693479283479594866e+00,1.699624287615178142e+00,1.688573793556259695e+00,1.714698530165132961e+00,1.670112550986594391e+00,1.704932206357326230e+00,1.728760416228775298e+00,1.688256965468415860e+00,1.729064516146793240e+00,1.691477449287636325e+00,1.738804274416279050e+00,1.740845222065731779e+00,1.726204222415119283e+00,1.752319591542516708e+00,1.743935574925103760e+00,1.765230455076821192e+00,1.703663954167446981e+00,1.727325191069134069e+00,1.722957474183736348e+00,1.733805147259254609e+00,1.707821006425881194e+00,1.750749118297156404e+00,1.718056753747948528e+00,1.721759058793066899e+00,1.681837366743916595e+00,1.655251961185675746e+00,1.729949617786754823e+00,1.761770672099399082e+00,1.737014991515610340e+00,1.710326285504172095e+00,1.782308839742739792e+00,1.707497065728579733e+00,1.679616593676402703e+00,1.700329456465778932e+00,1.718062455103636754e+00,1.632377845413288009e+00,1.710992318121145939e+00,1.729098268074311440e+00,1.770962427485173629e+00,1.783365747528812273e+00,1.763611300866231968e+00,1.780104691723697119e+00,1.711775423990566258e+00,1.745819568651260756e+00,1.788698626019385118e+00,1.661910024439616995e+00,1.750889187874081543e+00,1.710255387283908579e+00,1.665461312677800843e+00,1.732276535631872116e+00,1.743668405798671550e+00,1.718172044301522927e+00,1.719454987406763946e+00,1.793646843112849387e+00,1.732386813683938875e+00,1.709495041961190731e+00,1.709752702853188033e+00,1.735200082450974568e+00,1.639120681849894456e+00,1.702147215311184070e+00,1.687147743198274208e+00,1.687128237067677450e+00
1.710916451444207009e+00,1.604831540521655997e+00,1.627121318690978313e+00,1.592258359174706372e+00,1.720726477551791200e+00,1.623952674969151300e+00,1.676533275990720551e+00,1.656495124455904966e+00,1.675733181479302170e+00,1.705666002127566250e+00,1.620998138536739575e+00,1.712260765390430928e+00,1.641061702079312568e+00,1.674890693565146416e+00,1.658664944649384410e+00,1.687809331968613602e+00,1.745556107221574171e+00,1.674178163517934692e+00,1.671993497489683955e+00,1.671211806443075432e+00,1.641653973032277669e+00,1.544378874732185603e+00,1.650556336130013735e+00,1.591723536455901922e+00,1.635416749059313446e+00,1.653839674267184812e+00,1.797363213471828480e+00,1.608886402286766160e+00,1.636238991033680534e+00,1.677385143447872817e+00,1.688826606547854547e+00,1.710137417632288104e+00,1.591299325294376565e+00,1.661998906458662217e+00,1.633741464207584704e+00,1.608459857494969336e+00,1.645962396469025757e+00,1.571997321463473485e+00,1.638825364730301271e+00,1.672596045405785992e+00,1.599529715939937535e+00,1.680966750842860735e+00,1.635846832385754901e+00,1.744524948594095459e+00,1.702942841770396898e+00,1.735254157179128010e+00,1.693690426559260276e+00,1.640457057844909361e+00,1.649801479311221675e+00,1.713970085512454888e+00,1.688436571959825105e+00,1.718174807816911009e+00,1.670414298370082928e+00,1.686785872343706361e+00,1.670813920044418532e+00,1.588837007722203598e+00,1.651882695380506805e+00,1.587794162754889715e+00,1.675297789850855645e+00,1.631698878480136949e+00,1.631478096672182021e+00,1.627632495285986858e+00,1.663185745042592423e+00,1.609806720123232893e+00,1.628765345604115344e+00,1.575398489037964200e+00,1.657518789664635950e+00,1.726685408734002447e+00,1.672439235368397004e+00,1.685977018163302033e+00,1.626397818785371152e+00,1.634244563171692644e+00,1.635622327048788627e+00,1.607027082934399331e+00,1.724154165251223336e+00,1.607136424701699928e+00,1.599691506850221101e+00,1.661764382662440420e+00,1.578538459085168544e+00,1.675623929543906598e+00,1.692279948448991655e+00,1.601635005503005305e+00,1.623163211004993833e+00,1.638383579810487101e+00,1.634455827678777062e+00,1.640951125456471260e+00,1.615993182494257940e+00,1.712437039664023386e+00,1.695848135216503350e+00,1.644716058338554499e+00
